"","event","white","black","whiteelo","blackelo","whiterd","blackrd","timecontrol","date","time","whiteclock","blackclock","eco","plycount","result","moves","comp"
"2705","FICS rated standard game","ArasanX","ffrango","2732","2728","0.0","0.0","900+5","2017.01.15","07:49:00","0:15:00.000","0:15:00.000","B66","176","1/2-1/2","1. e4 Nf6 2. e5 Ng8 3. Nf3 d6 4. Bb5+ Bd7 5. Bc4 Bg4 6. Bxf7+ Kxf7 7. Ng5+ Ke8 8. Qxg4 Nf6 9. exf6 exf6 10. Ne6 Be7 11. Nxd8 Bxd8 12. Qe6+ Be7 13. Qc8+ Bd8 14. Kd1 Rf8 15. Re1+ Kf7 16. Qxb7 {Black forfeits by disconnection} 1-0","white"
"2706","FICS rated standard game","GriffySr","Tosea","2196","1874","0.0","0.0","900+0","2017.01.15","08:14:00","0:15:00.000","0:15:00.000","B80","69","1-0","1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. c3 Bd6 7. Bd3 O-O 8. Ne2 Bg4 9. f3 Bh5 10. Bf4 Re8 11. O-O Qc7 12. Bxd6 Qxd6 13. Ng3 Bg6 14. Bxg6 hxg6 15. Qb3 b6 16. Ne4 Qd5 17. Rfe1 Na6 18. Qxd5 cxd5 19. Nd6 Re6 20. Nb5 Rae8 21. Rxe6 Rxe6 22. a4 Re2 23. b4 Rc2 24. a5 Nxb4 25. cxb4 a6 26. axb6 {Black resigns} 1-0","white"
"2707","FICS rated lightning game","Knightsmasher","SergeZ","2471","1726","0.0","0.0","60+0","2017.01.15","08:12:00","0:01:00.000","0:01:00.000","B08","61","1-0","1. e4 e5 2. Nf3 f6 3. Bc4 Nc6 4. d4 Nxd4 5. Nxd4 exd4 6. Qxd4 Bb4+ 7. c3 b5 8. Bb3 a5 9. Qd5 Ra6 10. Qf7# {Black checkmated} 1-0","white"
"2708","FICS rated standard game","MightyHelper","Bliep","1720","2352","0.0","0.0","1200+0","2017.01.15","08:01:00","0:20:00.000","0:20:00.000","A46","20","0-1","1. d4 e6 2. e4 d6 3. Nf3 Ne7 4. Bb5+ Nd7 5. O-O a6 6. Bc4 Nb6 7. Bd3 Bd7 8. Nc3 Bc6 9. Re1 Qd7 10. Be3 Bb5 11. Nxb5 axb5 12. Qe2 Ng6 13. Bxb5 c6 14. d5 exd5 15. Bxb6 cxb5 16. exd5+ Be7 17. h4 O-O 18. h5 Nf4 19. Qxe7 Qf5 20. Qxd6 Qg5 21. Nxg5 Nxh5 22. Re7 h6 23. Nxf7 Rxf7 24. Rxf7 Kxf7 25. Qe6+ Kf8 26. Bc5# {Black checkmated} 1-0","black"
"2709","FICS rated blitz game","foggydew","avanwyk","2049","2128","0.0","0.0","180+2","2017.01.15","07:45:00","0:03:00.000","0:03:00.000","C45","84","0-1","1. e4 c5 2. f4 Nc6 3. Nf3 g6 4. Bc4 Na5 5. Bxf7+ Kxf7 6. Ng5+ Kg7 7. O-O d5 8. e5 c4 9. d4 cxd3 10. cxd3 Qb6+ 11. d4 Nc6 12. Nc3 Qxd4+ 13. Qxd4 Nxd4 14. Be3 Nc2 15. Rae1 {White resigns} 0-1","white"
"2710","FICS rated standard game","ffrango","ArasanX","2689","2741","0.0","0.0","900+5","2017.01.15","07:19:00","0:15:00.000","0:15:00.000","C11","120","1-0","1. Nf3 c6 2. e3 d5 3. c4 e6 4. Be2 Bd6 5. d4 Nf6 6. Nc3 Nbd7 7. O-O Ng4 8. e4 dxe4 9. Nxe4 Bb8 10. h3 h5 11. Bd3 Qc7 12. c5 Nh2 13. Nd6+ Ke7 14. Kxh2 b6 15. Bf4 Qd8 16. Ng5 Bxd6 17. Bxd6+ Ke8 {Black resigns} 1-0","black"
"2711","FICS rated standard game","Shtolc","MortimerBlackwell","1701","2327","0.0","0.0","1200+10","2017.01.15","07:27:00","0:20:00.000","0:20:00.000","A45","38","0-1","1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nc6 5. Bb5 Bd7 6. O-O Nxd4 7. Bxd7+ Qxd7 8. Qxd4 b6 9. Nc3 O-O-O 10. Be3 Kb8 11. a4 Nf6 12. a5 Qc6 13. axb6 Qxb6 14. Qd3 Qb7 15. Rxa7 Qxa7 16. Bxa7+ Kxa7 17. Ra1+ Kb7 18. Qb5+ Kc8 19. Ra8# {Black checkmated} 1-0","black"
"2712","FICS rated blitz game","avanwyk","foggydew","2121","2056","0.0","0.0","180+2","2017.01.15","07:38:00","0:03:00.000","0:03:00.000","B21","65","1-0","1. d4 d5 2. e3 c5 3. dxc5 e6 4. Bb5+ Bd7 5. Bxd7+ Nxd7 6. Nf3 Bxc5 7. Nc3 Ngf6 8. h4 O-O 9. Ng5 Rc8 10. f4 h6 11. Bd2 Qb6 12. Qe2 Qxb2 13. Kf2 d4 14. Rab1 Qxc2 15. Nb5 hxg5 16. hxg5 Ne4+ 17. Kg1 Qxb1+ 18. Be1 d3 19. Qf2 Nxf2 20. Kxf2 Qc1 21. Rf1 Qxe3# {White checkmated} 0-1","black"
"2713","FICS rated blitz game","jadaw","Knightsmasher","2242","2355","0.0","0.0","180+0","2017.01.15","07:37:00","0:03:00.000","0:03:00.000","C29","16","0-1","1. e4 b6 2. d4 Bb7 3. Nc3 d5 4. exd5 Bxd5 5. Nf3 Nf6 6. Nxd5 Qxd5 7. Bd3 e6 8. O-O Bd6 9. c4 Qb7 10. Qb3 c5 11. d5 exd5 12. Re1+ Kf8 13. cxd5 Nbd7 14. Bb5 Nxd5 15. Qa4 Ne5 16. Nxe5 Qe7 17. Nd7+ {Black resigns} 1-0","black"
"2714","FICS rated blitz game","foggydew","avanwyk","2063","2114","0.0","0.0","180+2","2017.01.15","07:32:00","0:03:00.000","0:03:00.000","A38","62","0-1","1. d4 Nf6 2. e3 g6 3. b3 d5 4. Bb2 Bg7 5. Nc3 c5 6. dxc5 Ne4 7. Nxe4 Bxb2 8. Rb1 Bg7 9. Ng5 Bc3+ 10. Ke2 Nc6 11. a3 Bf5 12. f3 h6 13. N5h3 d4 14. e4 Bxh3 15. gxh3 Qa5 16. Qc1 Qxc5 17. b4 Qb6 18. Rb3 d3+ 19. cxd3 Bd4 20. Rc3 Rc8 21. Rc2 Bxg1 22. Bg2 Nd4+ 23. Kd1 Rxc2 24. Qxc2 Nxc2 25. Kxc2 Qf2+ 26. Kc3 O-O 27. Rxg1 Rc8+ 28. Kb3 Qc2# {White checkmated} 0-1","white"
"2715","FICS rated standard game","MortimerBlackwell","Shtolc","2326","1720","0.0","0.0","1200+10","2017.01.15","07:09:00","0:20:00.000","0:20:00.000","B05","39","1-0","1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nf3 Nf6 7. h4 h6 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 Nbd7 11. Bf4 e6 12. O-O Nd5 13. Be5 N7f6 14. c4 Nc7 15. Qb3 b6 16. Bxf6 Qxf6 17. Ne5 Bd6 18. Ne4 Qe7 19. Nxc6 {Black forfeits by disconnection} 1-0","white"
"2716","FICS rated blitz game","avanwyk","Knightsmasher","2117","2352","0.0","0.0","180+0","2017.01.15","07:12:00","0:03:00.000","0:03:00.000","E20","72","0-1","1. e4 c6 2. Bc4 d5 3. exd5 cxd5 4. Bb3 Nf6 5. Nf3 Bg4 6. Qe2 Nc6 {White forfeits by disconnection} 0-1","black"
"2717","FICS rated blitz game","oldman","jadaw","2600","2236","0.0","0.0","300+0","2017.01.15","07:04:00","0:05:00.000","0:05:00.000","E18","139","1/2-1/2","1. d4 Nf6 2. c4 d6 3. Nc3 Nbd7 4. e4 e5 5. Nf3 Be7 6. Be2 c6 7. h3 O-O 8. Be3 exd4 9. Nxd4 Nc5 10. Qc2 Qb6 11. O-O Re8 12. f3 Bd7 13. Bf2 Bd8 14. b3 Bc7 15. Rab1 Qb4 16. Qb2 Ba5 17. Be1 Qb6 18. Bf2 Qb4 19. Be1 Qb6 20. Bf2 Bb4 21. a3 Bxc3 22. Qxc3 a5 23. Bd1 a4 24. b4 Bc8 25. Bc2 Ncd7 26. Rbd1 Qc7 27. Nf5 Re6 28. Bg3 Ne5 29. Nxd6 Nfd7 30. c5 Qd8 31. Bb1 Qe7 32. Ba2 Rf6 33. Nf5 Qe8 34. Nd6 Qe7 35. Bh4 Rxf3 36. Rxf3 Qxh4 37. Rxf7 Nxf7 38. Bxf7+ Kf8 39. Rf1 Qg5 40. Rf5 Qh6 41. e5 Ke7 42. e6 Nf6 43. Re5 g6 44. Qd2 Qxd2 {White resigns} 0-1","white"
"2718","FICS rated standard game","GriffyJr","cyrilerameh","2010","2154","0.0","0.0","900+0","2017.01.15","07:03:00","0:15:00.000","0:15:00.000","E52","60","0-1","1. e4 c5 2. b3 Nc6 3. Bb2 d6 4. g3 e6 5. Bg2 Nf6 6. Ne2 Be7 7. O-O O-O 8. d4 cxd4 9. Nxd4 Bd7 10. Nxc6 bxc6 11. e5 Nd5 12. c4 Nb6 13. exd6 Bf6 14. Bxf6 Qxf6 15. Nd2 c5 16. Bxa8 Rxa8 17. Qh5 Bc6 18. Qxc5 Rc8 19. Qe3 Rd8 20. c5 Nd5 21. Qe4 Rc8 22. Qc4 Qg5 23. Nf3 Qf5 24. Nd4 Qe4 25. Nxc6 Rxc6 26. Qxe4 {Black resigns} 1-0","white"
"2719","FICS rated blitz game","chesspickle","avanwyk","2031","2111","0.0","0.0","300+0","2017.01.15","06:47:00","0:05:00.000","0:05:00.000","C79","116","0-1","1. e4 c5 2. Nc3 Nc6 3. Nge2 Nf6 4. d4 e6 5. d5 exd5 6. exd5 Ne5 7. Ng3 Qb6 8. Qe2 d6 9. f4 Bg4 10. Qe3 Be7 11. fxe5 dxe5 12. Bb5+ Kf8 13. h3 Bd7 14. Bxd7 Nxd7 15. Nge4 f5 16. O-O f4 17. d6 Bxd6 18. Qd2 c4+ 19. Kh2 Bc7 20. Qxd7 Bd8 21. Bxf4 exf4 22. Nd5 Qg6 23. Rxf4+ Bf6 24. Rxf6+ Qxf6 25. Nexf6 gxf6 26. Qe7+ Kg8 27. Nxf6# {Black checkmated} 1-0","white"
"2720","FICS rated standard game","Knightsmasher","MNbg","2340","1836","0.0","0.0","900+0","2017.01.15","06:35:00","0:15:00.000","0:15:00.000","C01","38","1-0","1. e4 e6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Nxf6+ Nxf6 7. Bd3 c5 8. O-O cxd4 9. Nxd4 Bd6 10. Nb5 Bb8 11. Qf3 a6 12. Nc3 Qc7 13. g3 Bd7 14. Be3 Bc6 15. Ne4 Qe5 16. Nxf6+ gxf6 17. Qg4 h5 18. Qh4 Ba7 19. Bxa7 Rxa7 20. Rfe1 Qg5 21. Qb4 h4 22. Be4 hxg3 23. Bxc6+ bxc6 24. Qb8+ Ke7 25. Qxa7+ Kf8 26. fxg3 Kg7 27. Rxe6 Qd2 28. h4 Qxc2 29. Rxf6 Qc4 30. Raf1 {Black resigns} 1-0","white"
"2721","FICS rated blitz game","avanwyk","chesspickle","2105","2037","0.0","0.0","300+0","2017.01.15","06:36:00","0:05:00.000","0:05:00.000","B48","125","1-0","1. Nf3 Nf6 2. c4 e6 3. d4 c5 4. d5 b5 5. dxe6 fxe6 6. cxb5 a6 7. e4 Nxe4 8. Bd3 Nf6 9. Nc3 Be7 10. O-O O-O 11. Qc2 d5 12. Ng5 h6 13. Nh7 c4 14. Bg6 Nxh7 15. Bxh7+ Kh8 16. a4 d4 17. Be4 Ra7 18. Na2 axb5 19. axb5 d3 20. Qc3 Bf6 21. Qb4 Bb7 22. Be3 Rxa2 23. Bxb7 Rxb2 24. Qxc4 Rc2 25. Qb3 Bxa1 26. Rxa1 Qf6 27. Rd1 Rxf2 28. Qxd3 Rf5 29. Be4 Rh5 30. b6 Qh4 31. Qd6 Kg8 32. Qxe6+ Kh8 33. h3 Qg3 34. Bd4 Rh4 35. Bc5 Rg8 36. Bd5 Rd8 37. Be7 Rxd5 38. Rxd5 Rf4 39. Rd8+ Kh7 40. Qg8+ Kg6 41. Rd6+ Kh5 42. Qe8+ {Black forfeits on time} 1-0","black"
"2722","FICS rated standard game","JuniorLurking","SAILISP","2141","1868","0.0","0.0","900+0","2017.01.15","06:21:00","0:15:00.000","0:15:00.000","B07","64","0-1","1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 Nc6 5. Nf3 d5 6. Bg5 h6 7. Bxf6 Qxf6 8. O-O-O dxc4 9. Qxc4 O-O 10. e3 Bd7 11. Ne5 Qxf2 12. Nxd7 Qxe3+ 13. Kb1 Rfd8 14. d5 Rxd7 15. dxc6 Rxd1+ 16. Nxd1 Qe1 17. Qe2 bxc6 18. Qxe1 Bxe1 19. Bd3 Rd8 20. Rxe1 Rxd3 21. Kc2 Rd5 22. Nc3 Rd4 23. Re5 Rf4 24. Nd1 Rc4+ 25. Kd3 Rh4 26. h3 Ra4 27. Nc3 Rb4 28. b3 Rb8 29. Ra5 Ra8 30. Ra6 Kh7 31. Rxc6 Rd8+ 32. Ke3 Rd7 33. b4 e5 34. Nb5 f5 35. Nxa7 Rd4 36. a3 f4+ 37. Ke2 Re4+ 38. Kf2 Rd4 39. Rxc7 e4 40. Rc2 e3+ 41. Ke2 Rd7 42. Nc6 g5 43. a4 h5 44. a5 g4 45. h4 Rd6 46. a6 g3 47. a7 f3+ 48. Kxf3 e2 49. Kxe2 Re6+ 50. Kf3 Rf6+ 51. Kxg3 Rxc6 52. Rxc6 Kg7 53. a8=Q Kf7 54. Qa7+ Kf8 55. Rc8# {Black checkmated} 1-0","white"
"2723","FICS rated standard game","SAILISP","GriffySr","1870","2194","0.0","0.0","900+0","2017.01.15","06:15:00","0:15:00.000","0:15:00.000","B07","62","0-1","1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4 Bg6 5. h4 h5 6. g5 Nd7 7. Bd3 Bxd3 8. Qxd3 e6 9. Ne2 Ne7 10. b3 c5 11. c3 Rc8 12. Be3 Qc7 13. Nf4 cxd4 14. cxd4 Nxe5 15. dxe5 Qxe5 16. O-O Qxa1 17. Qb5+ Rc6 18. Qxb7 Qxa2 19. g6 Qa6 20. Qb8+ Nc8 21. gxf7+ Kxf7 22. Nd2 Bd6 23. Qa8 Rf8 24. Nf3 Ne7 25. Qxa7 Qxa7 {White resigns} 0-1","black"
"2724","FICS rated standard game","GriffySr","SAILISP","2192","1872","0.0","0.0","900+0","2017.01.15","06:12:00","0:15:00.000","0:15:00.000","B06","33","1-0","1. d4 e5 2. dxe5 Bc5 3. Nc3 Nc6 4. Nf3 Nge7 5. Na4 Bxf2+ 6. Kxf2 Ng6 7. Bg5 f6 8. exf6 gxf6 9. Bh6 Qe7 10. Nc3 Nge5 11. Nd5 Qd6 12. Nxe5 Nxe5 13. Bg7 Qc5+ 14. e3 Rg8 15. Qh5+ Kd8 16. Bxf6+ Qe7 17. Bxe7# {Black checkmated} 1-0","white"
"2725","FICS rated standard game","SAILISP","GriffySr","1858","2206","0.0","0.0","900+0","2017.01.15","06:06:00","0:15:00.000","0:15:00.000","C02","47","1-0","1. e4 e5 2. Nf3 Nf6 3. d4 exd4 4. e5 Ne4 5. Qxd4 d5 6. exd6 Nxd6 7. Nc3 Nc6 8. Qf4 g6 9. Bd3 Bg7 10. Be3 Be6 11. O-O-O Qe7 12. Bc5 O-O-O 13. Ne4 f5 14. Nxd6+ cxd6 15. Be3 Kb8 16. Rhe1 Be5 17. Qa4 Qc7 18. Bb5 Na5 19. Bg5 Rc8 20. c3 Nc4 21. Nxe5 dxe5 22. Bxc4 Qxc4 23. Qxc4 Bxc4 24. Rxe5 Bxa2 25. Rd7 Rhe8 26. Bf4 Ka8 27. Rxh7 Bb3 28. Rb5 Bc4 29. Rbxb7 Re1+ 30. Kc2 Re2+ 31. Kb1 Re1+ 32. Bc1 Bd5 33. Rxa7+ Kb8 34. f3 Rh8 35. Rhg7 Rg8 36. Rge7 Rxe7 37. Rxe7 g5 38. Re5 Bc4 39. Kc2 g4 40. Rxf5 gxf3 41. g3 Be2 42. Be3 Kc7 43. Rf4 Kd7 44. Kd2 Ra8 45. h4 Ra1 46. Bf2 Rb1 47. Rb4 Rd1+ 48. Ke3 Rd5 49. g4 Rb5 50. Rxb5 Bxb5 51. Kxf3 Ke7 52. Kf4 Kf7 53. Bd4 Be2 54. g5 Kg6 55. Ke5 Kf7 56. b4 Bb5 57. Kd5 Be2 58. c4 Bf3+ 59. Kd6 Kg6 60. c5 Kh5 61. Bf2 Be4 62. c6 Kg4 63. b5 Kf3 64. Be1 Ke2 65. Bb4 Kf2 66. b6 Bf3 67. b7 Kg3 68. Be1+ Kg4 69. b8=Q Be4 70. Qb4 Kf3 71. Qd4 Bf5 72. Qf2+ Ke4 73. Qxf5+ Kxf5 74. c7 Ke4 75. c8=Q Kd3 76. Qe6 Kc2 77. Qd5 Kb2 78. Qc4 Ka1 79. Qb5 Ka2 80. g6 Ka3 81. g7 Ka2 82. g8=Q+ Ka1 83. Qa8# {Black checkmated} 1-0","black"
"2726","FICS rated blitz game","zurichess","Faletebcn","2323","2011","0.0","0.0","300+3","2017.01.15","05:41:00","0:05:00.000","0:05:00.000","D30","263","1-0","1. d4 Nf6 2. Bg5 Ne4 3. Bh4 g5 4. Bg3 c5 5. e3 Qb6 6. b3 Qa5+ 7. Nd2 cxd4 8. exd4 Bg7 9. Nf3 Nxg3 10. hxg3 g4 {White resigns} 0-1","white"
"2727","FICS rated standard game","SAILISP","GriffySr","1863","2204","0.0","0.0","900+0","2017.01.15","05:53:00","0:15:00.000","0:15:00.000","B07","66","0-1","1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. d4 Nxe4 8. d5 Ne5 9. Re1 Nxf3+ 10. Qxf3 Nf6 11. c4 Qg4 12. Qxg4 Nxg4 13. Bf4 Kd7 14. Nc3 g6 15. f3 Nh6 16. g4 f5 17. h3 Nf7 18. Kg2 Bg7 19. Re6 Bxc3 20. bxc3 g5 21. Rae1 Rae8 22. Bd2 f4 23. h4 h6 24. R1e2 Ne5 25. Re4 Ref8 26. Be1 Rf6 27. R6xe5 dxe5 28. Rxe5 Ra6 29. Re2 Ra4 30. Rd2 Rxc4 31. Rb2 b6 32. Re2 Ra4 33. Bf2 Kd6 34. Rd2 b5 35. Rb2 a6 36. Rd2 Ra3 37. Rc2 Kxd5 38. Be1 e5 39. Bf2 Re8 40. Kf1 Kc4 41. hxg5 hxg5 42. Be1 e4 43. fxe4 Rxe4 44. Rb2 f3 45. Rf2 Rf4 46. Rb2 Rxg4 47. Rf2 Rh4 48. Kg1 Re4 49. Kf1 g4 50. Rh2 Kd3 51. Rd2+ Kxc3 {White resigns} 0-1","black"
"2728","FICS rated standard game","GriffySr","SAILISP","2202","1865","0.0","0.0","900+0","2017.01.15","05:51:00","0:15:00.000","0:15:00.000","C53","21","1-0","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6 6. N1c3 Nf6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 Bg7 11. Bd3 Ne7 12. Nxe7 Kxe7 13. O-O Be6 14. c4 Qb6 15. cxb5 axb5 16. Nxb5 Bh6 17. Qh5 Bf4 18. Be2 Rhc8 19. Rfd1 Rc2 20. Rxd6 Qc5 21. g3 Bc1 22. b3 h6 23. a4 Bxb3 24. Qf3 Be6 25. Rb1 Rd2 26. Rxd2 Bxd2 27. Bd1 Rg8 28. Bb3 Bg4 29. Qd3 Ba5 30. Bd5 Rc8 31. Kg2 Bb6 32. Qa3 Ba5 33. Qb3 Bh5 34. Qb2 Bg6 35. Na3 Rc7 36. h4 Bh7 37. f3 Rd7 38. Rd1 Qc3 39. Qxc3 Bxc3 40. g4 Bg6 41. h5 Bh7 42. Nc4 Bd4 43. a5 Kf8 44. a6 Bc5 45. Rb1 Ra7 46. Rb7 Bg8 47. Rxa7 Bxa7 48. Nd6 Be3 49. Bc6 Bd4 50. Nb5 Bc5 51. a7 Bxa7 52. Nxa7 Ke7 53. Nc8+ Ke6 54. Nb6 Ke7 55. Nd5+ Kf8 56. Nxf6 Kg7 57. Ne8+ Kf8 58. Nd6 f6 59. Nf5 Be6 60. Nxh6 Bg8 61. Nxg8 Kxg8 62. Kg3 Kg7 63. f4 Kh6 64. g5+ Kh7 65. gxf6 {Black resigns} 1-0","white"
"2729","FICS rated standard game","SAILISP","GriffySr","1867","2200","0.0","0.0","900+0","2017.01.15","05:45:00","0:15:00.000","0:15:00.000","B82","58","0-1","1. d4 Nf6 2. Nf3 e6 3. Bg5 Be7 4. c4 b6 5. Nc3 Bb7 6. Qc2 d6 7. O-O-O O-O 8. e3 Nbd7 9. Bd3 d5 10. cxd5 Nxd5 11. Bxh7+ Kh8 12. Bxe7 Qxe7 13. Nxd5 Bxd5 14. Be4 c6 15. Qb1 Rac8 16. h4 Nf6 17. Bc2 c5 18. h5 cxd4 19. h6 g6 20. Rxd4 Qc5 21. b4 Qc3 22. Qb2 Qc7 23. Rf4 {Black resigns} 1-0","black"
"2730","FICS rated blitz game","Knightsmasher","andelcer","2352","1674","0.0","0.0","180+0","2017.01.15","05:43:00","0:03:00.000","0:03:00.000","C25","71","1-0","1. e4 c5 2. Nc3 a6 3. g3 b5 4. Bg2 Bb7 5. Nge2 e6 6. d4 cxd4 7. Nxd4 h5 8. Bf4 b4 9. Nce2 Nf6 10. Qd3 d6 11. Bd2 Qb6 12. h3 Nbd7 13. O-O Nc5 14. Qc4 e5 15. Nf5 a5 16. Be3 Ba6 17. Bxc5 dxc5 18. Qb3 Bxe2 19. Rfe1 a4 20. Qe3 Bb5 21. Qg5 g6 22. Ne3 Qd6 23. Nd5 Nxd5 24. exd5 Bg7 25. f4 e4 26. Rxe4+ Kd7 27. f5 Bf6 28. Qd2 gxf5 29. Rf4 Bg5 30. a3 Rhg8 31. axb4 Bxf4 32. gxf4 Rae8 33. c4 Bxc4 34. Rxa4 Bxd5 35. Ra7+ Kc8 36. Ra8+ Kc7 {White resigns} 0-1","white"
"2731","FICS rated standard game","GriffySr","SAILISP","2198","1869","0.0","0.0","900+0","2017.01.15","05:34:00","0:15:00.000","0:15:00.000","A43","99","1-0","1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Bb5 Bd7 8. Bxc6 bxc6 9. Qf3 Qb6 10. O-O-O Be7 11. e5 dxe5 12. Nb3 Rb8 13. Bxf6 gxf6 14. Ne4 f5 15. Nd6+ Bxd6 16. Rxd6 Rg8 17. Rhd1 Rd8 18. Qd3 e4 19. Qd2 Rxg2 20. Rxd7 Rxd7 21. Qxd7+ Kf8 22. Qd6+ Kg7 23. Nc5 h6 24. Nxe6+ fxe6 25. Qe7+ Kg6 26. Qxe6+ Kh5 27. Qxf5+ Kh4 28. Qxe4+ Rg4 29. Qe7+ Kh5 30. Qf7+ Kh4 31. Qf6+ Kh3 32. Rd3+ Kxh2 33. Qe5+ Kg2 34. Qe2 Qe3+ 35. Qxe3 h5 36. Qh3+ {Black resigns} 1-0","white"
"2732","FICS rated standard game","yusakst","Bliep","1720","2351","0.0","0.0","1200+0","2017.01.15","05:17:00","0:20:00.000","0:20:00.000","C00","35","0-1","1. e4 c5 2. d4 cxd4 3. Nf3 d6 4. Qxd4 Nf6 5. Bg5 Nc6 6. Bb5 h6 7. Bxf6 gxf6 8. O-O Rg8 9. Qd5 Qc7 10. Nbd2 Bh3 11. Nh4 Be6 12. Qd3 O-O-O 13. Bc4 Bxc4 14. Nxc4 e6 15. Ne3 Ne5 16. Qd4 Kb8 17. Qa4 Be7 18. Rad1 f5 19. Nhxf5 exf5 20. Nd5 Qd7 21. Qxd7 Rxd7 22. exf5 Bd8 23. Kh1 Ng4 24. f3 Nf6 25. Nc3 d5 26. Nb5 Bb6 27. Rfe1 d4 28. a4 Rc8 29. Re2 a6 30. Na3 Nd5 31. g4 Rdd8 32. h3 h5 33. gxh5 Ne3 34. Rg1 Rh8 35. Rg5 d3 36. cxd3 Rxh5 37. Rg3 Nf1 38. Reg2 Rc1 39. Rg8+ Ka7 40. Ra8+ Kxa8 41. Rg8+ Ka7 42. f4 Rxh3+ 43. Kg2 Rh2+ 44. Kf3 Nd2+ 45. Kg3 Rhh1 46. Nb5+ axb5 47. Ra8+ Kxa8 48. d4 Rcg1+ 49. Kf2 Rf1+ 50. Ke3 Bxd4+ 51. Kxd4 Rxf4+ 52. Ke3 Rhf1 53. Kxd2 Rxf5 54. axb5 Ka7 55. b6+ Kxb6 56. Kc3 R1f3+ 57. Kd4 Rg5 58. Ke4 Rfg3 59. Kd4 Kc6 60. Ke4 Kb5 61. Kf4 Kb4 62. Ke4 Kb3 63. Kf4 Kxb2 64. Ke4 Kc2 65. Kd4 Kd2 66. Ke4 b5 67. Kf4 b4 68. Ke4 b3 69. Kf4 b2 70. Ke4 b1=Q+ 71. Kf4 Qb4# {White checkmated} 0-1","black"
"2733","FICS rated standard game","vjmaster","MrsLurking","1807","2311","0.0","0.0","900+0","2017.01.15","05:18:00","0:15:00.000","0:15:00.000","E56","32","0-1","1. e4 c5 2. Nf3 d6 3. Bc4 Nf6 4. Nc3 Nc6 5. O-O Bg4 6. h3 Bxf3 7. Qxf3 g6 8. Nd5 Nd7 9. Qb3 Rb8 10. Ne3 e6 11. Qc3 Nd4 12. Rd1 b5 13. Bf1 f5 14. d3 f4 15. Ng4 f3 16. Bf4 fxg2 17. Kxg2 e5 18. Be3 Bg7 19. Qd2 O-O 20. Be2 Ne6 21. f3 Nf6 22. Kh2 Nh5 23. a4 b4 24. Rg1 a5 25. c4 Nhf4 26. Bd1 Qh4 27. Nf2 Bh6 28. Rg4 Qf6 29. Rg3 Bg5 30. Ng4 Qe7 31. Rg1 h5 32. Nf2 Bh4 33. Nh1 Qd7 34. Ng3 Ng5 35. Nf5 Rxf5 36. exf5 Qxf5 37. Rxg5 Bxg5 38. h4 Qh3+ 39. Kg1 Qg3+ 40. Kf1 Qxh4 41. Kg1 Nh3+ 42. Kf1 Bxe3 43. Qxe3 Rf8 44. Rc1 Rf5 45. Rc2 Rg5 46. Rh2 Qg3 47. Qxg5 Nxg5 48. Rg2 Qh3 49. Kf2 {White resigns} 0-1","black"
"2734","FICS rated standard game","MrsLurking","vjmaster","2310","1814","0.0","0.0","900+0","2017.01.15","05:12:00","0:15:00.000","0:15:00.000","C13","28","1-0","1. e4 e6 2. d4 c5 3. d5 e5 4. Nc3 d6 5. f4 a6 6. fxe5 dxe5 7. Nf3 Bd6 8. Bg5 f6 9. Be3 Bg4 10. Be2 Ne7 11. O-O O-O 12. Qe1 Ng6 13. Qg3 Bd7 14. Nh4 Nf4 15. Bg4 g6 16. Bxd7 Qxd7 17. Nf5 Kh8 18. Nxd6 Nh5 19. Qxe5 Rd8 20. Rxf6 Nxf6 21. Qxf6+ Kg8 22. Rf1 Qxd6 23. Qf7+ Kh8 24. Bh6 Rg8 25. Bf4 {Black resigns} 1-0","white"
